GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	C9JRZ8	AKR1B15	involved_in	GO:0042572	retinol metabolic process	ECO:0000366	IEA	GO_REF:0000108	GO:0052650	9606	GOC		P
UniProtKB	C9JRZ8	AKR1B15	involved_in	GO:0042572	retinol metabolic process	ECO:0000366	IEA	GO_REF:0000108	GO:0052650	9606	GOC		P
UniProtKB	O00116	AGPS	acts_upstream_of_or_within	GO:0008610	lipid biosynthetic process	ECO:0000314	IDA	PMID:9553082		9606	MGI		P
UniProtKB	O00116	AGPS	involved_in	GO:0008610	lipid biosynthetic process	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000922550|UniProtKB:O00116	9606	GO_Central		P
UniProtKB	O00116	AGPS	involved_in	GO:0008611	ether lipid biosynthetic process	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97275	9606	UniProt		P
UniProtKB	O00116	AGPS	involved_in	GO:0008610	lipid biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR025650	9606	InterPro		P
UniProtKB	O00116	AGPS	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	O00116	AGPS	involved_in	GO:0008611	ether lipid biosynthetic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00781	9606	UniProt		P
UniProtKB	O00154	ACOT7	involved_in	GO:1900535	palmitic acid biosynthetic process	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000868432|UniProtKB:O00154	9606	GO_Central		P
UniProtKB	O00154	ACOT7	involved_in	GO:0006631	fatty acid metabolic process	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1917275|PANTHER:PTN000114372|UniProtKB:O00154|UniProtKB:P0A8Z0	9606	GO_Central		P
UniProtKB	O00154	ACOT7	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	O00154	ACOT7	involved_in	GO:0006631	fatty acid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0276	9606	UniProt		P
UniProtKB	O00154	ACOT7	involved_in	GO:1900535	palmitic acid biosynthetic process	ECO:0000314	IDA	PMID:10578051		9606	BHF-UCL		P
UniProtKB	O00154	ACOT7	involved_in	GO:0051792	medium-chain fatty acid biosynthetic process	ECO:0000314	IDA	PMID:10578051		9606	BHF-UCL		P
UniProtKB	O00154	ACOT7	involved_in	GO:0036114	medium-chain fatty-acyl-CoA catabolic process	ECO:0000314	IDA	PMID:10578051		9606	BHF-UCL	has_input(CHEBI:15533)|has_input(CHEBI:15521)	P
UniProtKB	O00154	ACOT7	involved_in	GO:0036116	long-chain fatty-acyl-CoA catabolic process	ECO:0000314	IDA	PMID:10578051		9606	BHF-UCL	has_input(CHEBI:15525)|has_input(CHEBI:15534)	P
UniProtKB	O00154	ACOT7	involved_in	GO:0006631	fatty acid metabolic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00199	9606	UniProt		P
UniProtKB	O00270	GPR31	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	O00443	PIK3C2A	enables	GO:0016303	1-phosphatidylinositol-3-kinase activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0015278|FB:FBgn0015279|MGI:MGI:1203729|MGI:MGI:1203730|MGI:MGI:1206581|MGI:MGI:1353576|MGI:MGI:1922019|PANTHER:PTN000005674|RGD:1306468|RGD:620231|RGD:620916|RGD:620917|UniProtKB:O00443|UniProtKB:O00750|UniProtKB:P32871|UniProtKB:P42336|UniProtKB:P48736	9606	GO_Central		F
UniProtKB	O00443	PIK3C2A	involved_in	GO:0046854	phosphatidylinositol phosphate biosynthetic process	ECO:0000318	IBA	PMID:21873635	FB:FBgn0015277|FB:FBgn0015278|FB:FBgn0015279|FB:FBgn0267350|MGI:MGI:1203729|MGI:MGI:1203730|MGI:MGI:2445019|MGI:MGI:2448506|MGI:MGI:2685045|PANTHER:PTN000005673|PomBase:SPAC458.05|RGD:1306468|RGD:620231|RGD:620916|RGD:620917|SGD:S000004230|SGD:S000004296|SGD:S000005211|UniProtKB:A0A1D8PDV7|UniProtKB:P32871|UniProtKB:P42338|UniProtKB:P48736|UniProtKB:Q8NEB9|WB:WBGene00006932|WB:WBGene00009552	9606	GO_Central		P
UniProtKB	O00443	PIK3C2A	enables	GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0015278|FB:FBgn0015279|MGI:MGI:1203730|PANTHER:PTN000005674|RGD:620231|UniProtKB:O00443|UniProtKB:O00750|UniProtKB:P48736	9606	GO_Central		F
UniProtKB	O00443	PIK3C2A	involved_in	GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1203729|MGI:MGI:1203730|MGI:MGI:2685045|PANTHER:PTN000005674|RGD:620231|UniProtKB:P32871|WB:WBGene00009552	9606	GO_Central		P
UniProtKB	O00443	PIK3C2A	enables	GO:0052742	phosphatidylinositol kinase activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0015277|FB:FBgn0015278|FB:FBgn0015279|MGI:MGI:1203729|MGI:MGI:1203730|MGI:MGI:1206581|MGI:MGI:1353576|MGI:MGI:1922019|MGI:MGI:2448506|PANTHER:PTN000005673|PomBase:SPAC458.05|RGD:1306468|RGD:620231|RGD:620899|RGD:620916|RGD:620917|RGD:621213|RGD:621214|SGD:S000004230|SGD:S000004296|SGD:S000005211|TAIR:locus:2010202|TAIR:locus:2164401|UniProtKB:A0A1D8PDV7|UniProtKB:O00443|UniProtKB:O00750|UniProtKB:O02810|UniProtKB:P32871|UniProtKB:P42336|UniProtKB:P48736|UniProtKB:Q57WD8|UniProtKB:Q580E2|UniProtKB:Q8NEB9|UniProtKB:Q9UBF8|WB:WBGene00006932	9606	GO_Central		F
UniProtKB	O00443	PIK3C2A	enables	GO:0016303	1-phosphatidylinositol-3-kinase activity	ECO:0000314	IDA	PMID:10766823		9606	UniProt		F
UniProtKB	O00443	PIK3C2A	enables	GO:0016303	1-phosphatidylinositol-3-kinase activity	ECO:0000314	IDA	PMID:11239472		9606	UniProt		F
UniProtKB	O00443	PIK3C2A	enables	GO:0016303	1-phosphatidylinositol-3-kinase activity	ECO:0000314	IDA	PMID:10805725		9606	UniProt		F
UniProtKB	O00443	PIK3C2A	enables	GO:0016303	1-phosphatidylinositol-3-kinase activity	ECO:0000314	IDA	PMID:9337861		9606	UniProt		F
UniProtKB	O00443	PIK3C2A	enables	GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	ECO:0000314	IDA	PMID:11239472		9606	UniProt		F
UniProtKB	O00443	PIK3C2A	enables	GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	ECO:0000314	IDA	PMID:10805725		9606	UniProt		F
UniProtKB	O00443	PIK3C2A	enables	GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	ECO:0000314	IDA	PMID:9337861		9606	UniProt		F
UniProtKB	O00443	PIK3C2A	enables	GO:0046934	phosphatidylinositol-4,5-bisphosphate 3-kinase activity	ECO:0000314	IDA	PMID:11239472		9606	UniProt		F
UniProtKB	O00443	PIK3C2A	enables	GO:0046934	phosphatidylinositol-4,5-bisphosphate 3-kinase activity	ECO:0000314	IDA	PMID:9337861		9606	UniProt		F
UniProtKB	O00443	PIK3C2A	involved_in	GO:0046854	phosphatidylinositol phosphate biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015433	9606	InterPro		P
UniProtKB	O00443	PIK3C2A	enables	GO:0035004	phosphatidylinositol 3-kinase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR037705	9606	InterPro		F
UniProtKB	O00443	PIK3C2A	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	O00443	PIK3C2A	enables	GO:0016303	1-phosphatidylinositol-3-kinase activity	ECO:0000304	TAS	PMID:9337861		9606	PINC		F
UniProtKB	O00443	PIK3C2A	involved_in	GO:0006661	phosphatidylinositol biosynthetic process	ECO:0000304	TAS	PMID:9337861		9606	PINC		P
UniProtKB	O00443	PIK3C2A	enables	GO:0016303	1-phosphatidylinositol-3-kinase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.1.137	9606	UniProt		F
UniProtKB	O00443	PIK3C2A	enables	GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.1.154	9606	UniProt		F
UniProtKB	O00443	PIK3C2A	enables	GO:0046934	phosphatidylinositol-4,5-bisphosphate 3-kinase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.1.153	9606	UniProt		F
UniProtKB	O00443	PIK3C2A	enables	GO:0052812	phosphatidylinositol-3,4-bisphosphate 5-kinase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.1.153	9606	UniProt		F
UniProtKB	O00443	PIK3C2A	enables	GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	ECO:0000304	TAS	Reactome:R-HSA-8868072		9606	Reactome		F
UniProtKB	O00443	PIK3C2A	enables	GO:0016303	1-phosphatidylinositol-3-kinase activity	ECO:0007669	IEA	GO_REF:0000116	RHEA:12709	9606	RHEA		F
UniProtKB	O00443	PIK3C2A	enables	GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	ECO:0007669	IEA	GO_REF:0000116	RHEA:18373	9606	RHEA		F
UniProtKB	O00443	PIK3C2A	enables	GO:0046934	phosphatidylinositol-4,5-bisphosphate 3-kinase activity	ECO:0007669	IEA	GO_REF:0000116	RHEA:21292	9606	RHEA		F
UniProtKB	O00443	PIK3C2A	enables	GO:0035004	phosphatidylinositol 3-kinase activity	ECO:0000304	TAS	PMID:17371240		9606	UniProt		F
UniProtKB	O00482	NR5A2	involved_in	GO:0008206	bile acid metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P45448|ensembl:ENSMUSP00000027649	9606	Ensembl		P
UniProtKB	O00519	FAAH	involved_in	GO:0009062	fatty acid catabolic process	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000224177|RGD:61808|UniProtKB:O00519	9606	GO_Central		P
UniProtKB	O00519	FAAH	involved_in	GO:0052651	monoacylglycerol catabolic process	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P97612	9606	UniProt		P
UniProtKB	O00519	FAAH	involved_in	GO:0016042	lipid catabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0442	9606	UniProt		P
UniProtKB	O00519	FAAH	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	O00519	FAAH	involved_in	GO:0019369	arachidonic acid metabolic process	ECO:0000304	TAS	Reactome:R-HSA-2142753		9606	Reactome		P
UniProtKB	O00519	FAAH	involved_in	GO:0052651	monoacylglycerol catabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97612|ensembl:ENSRNOP00000015667	9606	Ensembl		P
UniProtKB	O00519	FAAH	involved_in	GO:0009062	fatty acid catabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97612|ensembl:ENSRNOP00000015667	9606	Ensembl		P
UniProtKB	O00519	FAAH	involved_in	GO:0006631	fatty acid metabolic process	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97612|ensembl:ENSRNOP00000015667	9606	Ensembl		P
UniProtKB	O00519	FAAH	involved_in	GO:0009062	fatty acid catabolic process	ECO:0000314	IDA	PMID:9122178		9606	UniProt		P
UniProtKB	O00628	PEX7	involved_in	GO:0006635	fatty acid beta-oxidation	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P97865|ensembl:ENSMUSP00000020182	9606	Ensembl		P
UniProtKB	O00628	PEX7	involved_in	GO:0008611	ether lipid biosynthetic process	ECO:0000315	IMP	PMID:9090383		9606	UniProt		P
UniProtKB	O00628	PEX7	involved_in	GO:0008611	ether lipid biosynthetic process	ECO:0000315	IMP	PMID:12522768		9606	UniProt		P
UniProtKB	O00750	PIK3C2B	enables	GO:0016303	1-phosphatidylinositol-3-kinase activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0015278|FB:FBgn0015279|MGI:MGI:1203729|MGI:MGI:1203730|MGI:MGI:1206581|MGI:MGI:1353576|MGI:MGI:1922019|PANTHER:PTN000005674|RGD:1306468|RGD:620231|RGD:620916|RGD:620917|UniProtKB:O00443|UniProtKB:O00750|UniProtKB:P32871|UniProtKB:P42336|UniProtKB:P48736	9606	GO_Central		F
UniProtKB	O00750	PIK3C2B	involved_in	GO:0046854	phosphatidylinositol phosphate biosynthetic process	ECO:0000318	IBA	PMID:21873635	FB:FBgn0015277|FB:FBgn0015278|FB:FBgn0015279|FB:FBgn0267350|MGI:MGI:1203729|MGI:MGI:1203730|MGI:MGI:2445019|MGI:MGI:2448506|MGI:MGI:2685045|PANTHER:PTN000005673|PomBase:SPAC458.05|RGD:1306468|RGD:620231|RGD:620916|RGD:620917|SGD:S000004230|SGD:S000004296|SGD:S000005211|UniProtKB:A0A1D8PDV7|UniProtKB:P32871|UniProtKB:P42338|UniProtKB:P48736|UniProtKB:Q8NEB9|WB:WBGene00006932|WB:WBGene00009552	9606	GO_Central		P
UniProtKB	O00750	PIK3C2B	enables	GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0015278|FB:FBgn0015279|MGI:MGI:1203730|PANTHER:PTN000005674|RGD:620231|UniProtKB:O00443|UniProtKB:O00750|UniProtKB:P48736	9606	GO_Central		F
UniProtKB	O00750	PIK3C2B	involved_in	GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1203729|MGI:MGI:1203730|MGI:MGI:2685045|PANTHER:PTN000005674|RGD:620231|UniProtKB:P32871|WB:WBGene00009552	9606	GO_Central		P
UniProtKB	O00750	PIK3C2B	enables	GO:0052742	phosphatidylinositol kinase activity	ECO:0000318	IBA	PMID:21873635	FB:FBgn0015277|FB:FBgn0015278|FB:FBgn0015279|MGI:MGI:1203729|MGI:MGI:1203730|MGI:MGI:1206581|MGI:MGI:1353576|MGI:MGI:1922019|MGI:MGI:2448506|PANTHER:PTN000005673|PomBase:SPAC458.05|RGD:1306468|RGD:620231|RGD:620899|RGD:620916|RGD:620917|RGD:621213|RGD:621214|SGD:S000004230|SGD:S000004296|SGD:S000005211|TAIR:locus:2010202|TAIR:locus:2164401|UniProtKB:A0A1D8PDV7|UniProtKB:O00443|UniProtKB:O00750|UniProtKB:O02810|UniProtKB:P32871|UniProtKB:P42336|UniProtKB:P48736|UniProtKB:Q57WD8|UniProtKB:Q580E2|UniProtKB:Q8NEB9|UniProtKB:Q9UBF8|WB:WBGene00006932	9606	GO_Central		F
UniProtKB	O00750	PIK3C2B	enables	GO:0016303	1-phosphatidylinositol-3-kinase activity	ECO:0000314	IDA	PMID:11533253		9606	UniProt		F
UniProtKB	O00750	PIK3C2B	enables	GO:0016303	1-phosphatidylinositol-3-kinase activity	ECO:0000314	IDA	PMID:9830063		9606	UniProt		F
UniProtKB	O00750	PIK3C2B	enables	GO:0016303	1-phosphatidylinositol-3-kinase activity	ECO:0000314	IDA	PMID:10805725		9606	UniProt		F
UniProtKB	O00750	PIK3C2B	enables	GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	ECO:0000314	IDA	PMID:9830063		9606	UniProt		F
UniProtKB	O00750	PIK3C2B	enables	GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	ECO:0000314	IDA	PMID:10805725		9606	UniProt		F
UniProtKB	O00750	PIK3C2B	involved_in	GO:0046854	phosphatidylinositol phosphate biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015433	9606	InterPro		P
UniProtKB	O00750	PIK3C2B	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	9606	UniProt		P
UniProtKB	O00750	PIK3C2B	enables	GO:0016303	1-phosphatidylinositol-3-kinase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.1.137	9606	UniProt		F
UniProtKB	O00750	PIK3C2B	enables	GO:0035005	1-phosphatidylinositol-4-phosphate 3-kinase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.1.154	9606	UniProt		F
UniProtKB	O00750	PIK3C2B	enables	GO:0001727	lipid kinase activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:E9QAN8|ensembl:ENSMUSP00000076911	9606	Ensembl		F
